Simbad-Resolvable Name,Source,Alternative Names,Star Forming Region,COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,Notes/Questions,Notes/Questions2,Notes/Questions3,
,SO1036,,σ Ori,84.85511 -2.63945        ,II,Rigliaco 2011,2008 - 2009,3700,,K7.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.450,,1.64,,,,,-9.22,,0.75,,,,-2.17,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05392633-0228376,SO1050,,σ Ori,84.85986 -2.47716,II,Rigliaco 2011,2008 - 2009,3200,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.080,,0.92,,,,,-10.22,,0.20,,,,-3.49,,3,,,,,upper limit,,,
2MASS J05392677-0242583,SO1057,,σ Ori,84.86163 -2.71621,EV,Rigliaco 2011,2008 - 2009,3100,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.080,,0.98,,,,,-10.25,,0.15,,,,-3.67,,3,,,,,upper limit,,,
[BZR99] S Ori 36,SO1059,,σ Ori,84.86194 -2.61567,II,Rigliaco 2011,2008 - 2009,2900,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.010,,0.40,,,,,-10.86,,0.06,,,,-4.33,,3,,,,,upper limit,,,
2MASS J05392935-0227209,SO1075,,σ Ori,84.87243 -2.45586,II,Rigliaco 2011,2008 - 2009,3100,,M0.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.130,,1.25,,,,,-8.18,,0.17,,,,-1.66,,3,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
V* RV Ori,SO1156,,σ Ori,84.91740 -2.34667,II,Rigliaco 2011,2008 - 2009,3900,,K5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.630,,1.74,,,,,,,1.00,,,,,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05394318-0232433,SO1182,,σ Ori,84.92999 -2.54543,II,Rigliaco 2011,2008 - 2009,3200,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.100,,1.03,,,,,-9.79,,0.20,,,,-3.12,,3,,,,,,,,
[BZR99] S Ori 10,SO1193,,σ Ori,84.93547 -2.41204,II,Rigliaco 2011,2008 - 2009,3100,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.030,,0.60,,,,,-10.01,,0.11,,,,-3.32,,3,,,,,,,,
2MASS J05394944-0223459,SO1230,,σ Ori,84.95609 -2.39614,II,Rigliaco 2011,2008 - 2009,3200,,M4,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.080,,0.92,,,,,-10.06,,0.20,,,,-3.32,,3,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
Haro 5-32,SO1260,,σ Ori,84.97346 -2.56191,II,Rigliaco 2011,2008 - 2009,3400,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.130,,1.04,,,,,-8.6,,0.35,,,,-1.68,,3,,,,,,,,
Haro 5-32,SO1260,,σ Ori,84.9750 -2.5619,II,Rigliaco 2012,2008-2009,3270,,M4,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.130,,1.13,,1.12,,,-8.97,,0.26,,,,-2,2-3,3,,,,,,,,
2MASS J05395421-0227326,SO1266,,σ Ori,84.97591 -2.45913,II,Rigliaco 2011,2008 - 2009,3100,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.070,,0.92,,,,,-10.09,,0.16,,,,-3.47,,3,,,,,,,,
2MASS J05395421-0227326,SO1266,,σ Ori,84.9750 -2.4592,II,Rigliaco 2012,2008-2009,3200,,M4.5,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.070,,0.86,,0.84,,,-11.38,,0.20,,,,-4.85,2-3,3,,,,,upper limit,,,
Mayrit 1045094,SO1268,,σ Ori,84.97643 -2.62190,II*,Rigliaco 2011,2008 - 2009,2900,,M4.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.020,,0.56,,,,,-11.06,,0.09,,,,-4.49,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
Haro 5-34,SO1274,,σ Ori,84.97777 -2.77618,II,Rigliaco 2011,2008 - 2009,3600,,K6,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.640,,2.06,,,,,-9.07,,0.70,,,,-2.15,,3,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05400101-0219597,SO1323,,σ Ori,85.00426 -2.33333,EV,Rigliaco 2011,2008 - 2009,3200,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.070,,0.86,,,,,-10.25,,0.20,,,,-3.51,,3,,,,,upper limit,,,
Haro 5-36,SO1327,,σ Ori,85.00816 -2.35904,II,Rigliaco 2011,2008 - 2009,3300,,M4.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.200,,1.37,,,,,-9.39,,0.30,,,,-2.66,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
V* V608 Ori,SO1361,,σ Ori,85.03713 -2.55938,II,Rigliaco 2011,2008 - 2009,3500,,K7.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.530,,1.99,,,,,-8.65,,0.55,,,,-1.82,,3,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05380097-0226079,SO1362,,σ Ori,84.50405        -02.43553,II,Rigliaco 2011,2008 - 2009,3100,,M2.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.090,,1.04,,,,,-9.61,,0.15,,,,-3.07,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05380097-0226079,SO299,,σ Ori,84.50394 -2.43548,II*,Rigliaco 2011,2008 - 2009,3400,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.140,,1.08,,,,,-9.82,,0.35,,,,-2.93,,3,,,,,,SIMBAD thinks same star as above (SO1362),,
Kiso A-0904 67,SO341,,σ Ori,84.52801 -2.50627,II,Rigliaco 2011,2008 - 2009,3600,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.390,,1.61,,,,,-9.32,,0.60,,,,-2.26,,3,,,,,upper limit,,,
2MASS J05381319-0226088,SO397,,σ Ori,84.55490 -2.43573,II,Rigliaco 2011,2008 - 2009,3300,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.180,,1.30,,,,,-9.48,,0.30,,,,-2.73,,3,,,,,,,,
2MASS J05381319-0226088,SO397,,σ Ori,84.5542 -2.4358,II,Rigliaco 2012,2008-2009,3200,,M4.5,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.180,,1.38,,1.45,,,-9.42,,0.20,,,,-2.71,2-3,3,,,,,,,,
2MASS J05381778-0240500,SO435,,σ Ori,84.57401 -2.68056,II,Rigliaco 2011,2008 - 2009,3200,,M5.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.090,,0.98,,,,,-10.07,,0.20,,,,-3.38,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05381824-0248143,SO444,,σ Ori,84.57595 -2.80397,EV,Rigliaco 2011,2008 - 2009,3400,,M3.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.160,,1.16,,,,,-9.78,,0.35,,,,-2.9,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
[W96] rJ053820-0234,SO462,,σ Ori,84.58536 -2.56910,II,Rigliaco 2011,2008 - 2009,3200,,M4,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.150,,1.26,,,,,-9.67,,0.20,,,,-3.08,,3,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
2MASS J05382307-0236493,SO482,,σ Ori,84.59605 -2.61371       ,II,Rigliaco 2011,2008 - 2009,3200,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.050,,0.73,,,,,-9.91,,0.20,,,,-3.08,,3,,,,,,,,
V* V2725 Ori,SO485,,σ Ori,84.59714 -2.42627,II,Rigliaco 2011,2008 - 2009,3300,,M2.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.040,,0.61,,,,,-9.37,,0.25,,,,-2.39,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
V* V2726 Ori,SO490,,σ Ori,84.59823 -2.34652,II,Rigliaco 2011,2008 - 2009,3100,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.070,,0.92,,,,,-9.32,,0.15,,,,-2.73,,3,,,,,,,,
V* V2726 Ori,SO490,,σ Ori,84.6 -2.3464,II,Rigliaco 2012,2008-2009,3060,,M5.5,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.070,,0.94,,1.02,,,-9.97,,0.14,,,,-3.1,2-3,3,,,,,,,,
V* V2728 Ori,SO500,,σ Ori,84.60588 -2.71143,II,Rigliaco 2011,2008 - 2009,3000,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.020,,0.52,,,,,-9.92,,0.10,,,,-3.27,,3,,,,,,,,
V* V2728 Ori,SO500,,σ Ori,84.6042 -2.7114,II,Rigliaco 2012,2008-2009,2990,,M6,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.020,,0.53,,0.47,,,-10.27,,0.08,,,,-3.95,2-3,3,,,,,,,,
[BNM2013] 93.03 227,SO514,,σ Ori,84.61174 -2.64612,II,Rigliaco 2011,2008 - 2009,3100,,M3.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.040,,0.70,,,,,-10.56,,0.13,,,,-3.88,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
V* V505 Ori,SO518,,σ Ori,84.61349 -2.75263,II,Rigliaco 2011,2008 - 2009,4000,,K7,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.410,,1.34,,,,,,,1.00,,,,,,3,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
Kiso A-0976 329,SO520,,σ Ori,84.61455 -2.58446,II,Rigliaco 2011,2008 - 2009,3300,,M3.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.150,,1.19,,,,,-9.82,,0.30,,,,-3.02,,3,,,,,upper limit,Added SIMBAD spectral type (Zapatero Osorio 2002),,
Mayrit 803197,SO537,,σ Ori,84.62065 -2.81309,II,Rigliaco 2011,2008 - 2009,3000,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.020,,0.52,,,,,-10.83,,0.07,,,,-4.32,,3,,,,,upper limit,SIMBAD has spectral type (M6) but no citation,,
Haro 5-9,SO540,,σ Ori,84.62143 -2.27104       ,II,Rigliaco 2011,2008 - 2009,4000,,K6.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.430,,1.37,,,,,,,1.00,,,,,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
Haro 5-11,SO562,,σ Ori,84.63079 -2.60936,II,Rigliaco 2011,2008 - 2009,3400,,M3.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.220,,1.36,,,,,-8.66,,0.40,,,,-1.8,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
[W96] rJ053831-0235,SO563,,σ Ori,84.63153 -2.58742,II,Rigliaco 2011,2008 - 2009,3300,,M0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.510,,2.19,,,,,-8.95,,0.40,,,,-2.3,,3,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
V* TX Ori,SO583,,σ Ori,84.64026 -2.73726,II,Rigliaco 2011,2008 - 2009,3600,,K4.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,1.520,,3.18,,,,,,,0.75,,,,,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
[W96] rJ053833-0236,SO587,,σ Ori,84.64184 -2.61037,EV,Rigliaco 2011,2008 - 2009,3300,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.270,,1.59,,,,,-9.45,,0.30,,,,-2.78,,3,,,,,upper limit,,,
[W96] rJ053833-0236,SO587,,σ Ori,84.6417 -2.6103,II,Rigliaco 2012,2008-2009,3200,,M4.5,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.270,,1.70,,1.73,,,-10.41,,0.20,,,,-4,2-3,3,,,,,upper limit,,,
[BNM2013] 93.03 29,SO598,,σ Ori,84.64410 -2.68572,II,Rigliaco 2011,2008 - 2009,3200,,M2,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.110,,1.08,,,,,-9.75,,0.20,,,,-3.09,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
V* TY Ori,SO615,,σ Ori,84.64941 -2.73083,EV,Rigliaco 2011,2008 - 2009,3500,,K3.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.690,,2.27,,,,,,,0.60,,,,,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
[W96] 4771-1147,SO638,,σ Ori,84.66028 -2.58193,EV,Rigliaco 2011,2008 - 2009,3900,,K2.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.460,,1.49,,,,,,,1.00,,,,,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05383902-0245321,SO646,,σ Ori,84.66254 -2.75888,II,Rigliaco 2011,2008 - 2009,3300,,M2.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.120,,1.06,,,,,-8.89,,0.30,,,,-2.05,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05383902-0245321,SO646,,σ Ori,84.6625 -2.7589,II,Rigliaco 2012,2008-2009,3350,,M3.5,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.120,,1.03,,0.97,,,-9.68,,0.30,,,,-3,2-3,3,,,,,,,,
2MASS J05383976-0232203,SO657,,σ Ori,84.66563 -2.53893        ,II,Rigliaco 2011,2008 - 2009,2900,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.020,,0.56,,,,,-10.91,,0.06,,,,-4.49,,3,,,,,upper limit,,,
Haro 5-13,SO662,,σ Ori,84.66770 -2.50515,II,Rigliaco 2011,2008 - 2009,3900,,M0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.410,,1.41,,,,,-9.26,,0.90,,,,-2.06,,3,,,,,upper limit,Added SIMBAD spectral type (Zapatero Osorio 2002),,
2MASS J05384053-0233275,SO663,,σ Ori,84.66877 -2.55761,II,Rigliaco 2011,2008 - 2009,3200,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.140,,1.22,,,,,-9.82,,0.20,,,,-3.2,,3,,,,,upper limit,,,
[BNM2013] 92.01 24,SO674,,σ Ori,84.67322 -2.50798,II,Rigliaco 2011,2008 - 2009,3300,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.140,,1.15,,,,,-9.88,,0.30,,,,-3.06,,3,,,,,upper limit,,,
[W96] 4771-1051,SO697,,σ Ori,84.68423 -2.67209,II,Rigliaco 2011,2008 - 2009,3500,,K7.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.630,,2.16,,,,,-8.76,,0.60,,,,-1.92,,3,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
2MASS J05384448-0240376,SO700,,σ Ori,84.68530 -2.67708,EV,Rigliaco 2011,2008 - 2009,3000,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.010,,0.37,,,,,-11.11,,0.08,,,,-4.46,,3,,,,,upper limit,,,
V* V595 Ori A or B,SO710,,σ Ori,84.68900 -2.69983,II,Rigliaco 2011,2008 - 2009,3500,,M1.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.300,,1.49,,,,,-9.19,,0.50,,,,-2.28,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05384755-0227120,SO728,,σ Ori,84.69813 -2.45337,EV,Rigliaco 2011,2008 - 2009,3100,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.250,,1.74,,,,,-9.53,,0.20,,,,-3.08,,3,,,,,upper limit,,,
[W96] 4771-899,SO736,,σ Ori,84.70019 -2.45398,II,Rigliaco 2011,2008 - 2009,3700,,K7,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,1.730,,3.21,,,,,,,0.80,,,,,,3,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
[BZR99] S Ori 15,SO738,,σ Ori,84.70032 -2.48150,II,Rigliaco 2011,2008 - 2009,3100,,M5.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.030,,0.60,,,,,-10.7,,0.11,,,,-4.04,,3,,,,,upper limit,Added SIMBAD spectral type (Barrado Y Navascues 2003),,
2MASS J05384818-0244007,SO739,,σ Ori,84.70071 -2.73354,II,Rigliaco 2011,2008 - 2009,3000,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.040,,0.74,,,,,-10.54,,0.10,,,,-4.03,,3,,,,,upper limit,,,
V* V2737 Ori,SO750,,σ Ori,84.70535 -2.39936,II,Rigliaco 2011,2008 - 2009,3000,,M3.8,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.030,,0.64,,,,,-10.03,,0.09,,,,-3.51,,3,,,,,,Added SIMBAD spectral type (Bozhinova 2016),,
[BNM2013] 92.01 11,SO759,,σ Ori,84.70995 -2.44663,EV,Rigliaco 2011,2008 - 2009,3300,,M3.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.190,,1.34,,,,,-9.67,,0.30,,,,-2.97,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05385060-0242429,SO762,,σ Ori,84.71085 -2.71188,II,Rigliaco 2011,2008 - 2009,3100,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.050,,0.78,,,,,-10.44,,0.13,,,,-3.82,,3,,,,,upper limit,,,
V* RU Ori,SO774,,σ Ori,84.71678 -2.77881,II,Rigliaco 2011,2008 - 2009,4000,,K7.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.470,,1.43,,,,,-9.17,,1.00,,,,-1.93,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05385831-0216101,SO818,,σ Ori,84.74306 -2.26953,II*,Rigliaco 2011,2008 - 2009,3700,,M0.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.210,,1.12,,,,,-9.45,,0.70,,,,-2.26,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
Haro 5-18,SO827,,σ Ori,84.74685 -2.56428,II,Rigliaco 2011,2008 - 2009,3400,,M2.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.060,,0.71,,,,,-9.82,,0.35,,,,-2.74,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
Haro 5-16,SO844,,σ Ori,84.75575 -2.30771,II,Rigliaco 2011,2008 - 2009,3600,,M0.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.420,,1.67,,,,,-8.95,,0.60,,,,-2.01,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05390193-0235029,SO848,,σ Ori,84.75808 -2.58412,II,Rigliaco 2011,2008 - 2009,3300,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.030,,0.53,,,,,-9.86,,0.20,,,,-2.85,,3,,,,,,,,
2MASS J05390193-0235029,SO848,,σ Ori,84.7583 -2.5842,II,Rigliaco 2012,2008-2009,3270,,M4,,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.030,,0.54,,0.46,,,-10.39,,0.19,,,,-3.5,2-3,3,,,,,,,,
2MASS J05390297-0241272,SO859,,σ Ori,84.76255 -2.69087,II,Rigliaco 2011,2008 - 2009,3400,,M2.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.170,,1.19,,,,,-9.61,,0.35,,,,-2.75,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
ESO-HA 1693,SO865,,σ Ori,84.76500 -2.77413,II,Rigliaco 2011,2008 - 2009,3400,,M3.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.130,,1.04,,,,,-9.5,,0.35,,,,-2.59,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05390387-0220081,SO866,,σ Ori,84.76612 -2.33562,II,Rigliaco 2011,2008 - 2009,3200,,M4.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.050,,0.73,,,,,-10.12,,0.20,,,,-3.28,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
Haro 5-19,SO897,,σ Ori,84.78176 -2.54423,II*,Rigliaco 2011,2008 - 2009,3700,,K6.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.500,,1.73,,,,,-9.13,,0.80,,,,-2.07,,3,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05390853-0251465,SO905,,σ Ori,84.78563 -2.86296,EV,Rigliaco 2011,2008 - 2009,3600,,M0.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.350,,1.53,,,,,-9.38,,0.60,,,,-2.39,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05390878-0231115,SO908,,σ Ori,84.78665 -2.51992,EV,Rigliaco 2011,2008 - 2009,3200,,M3.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.100,,1.03,,,,,-9.37,,0.20,,,,-2.68,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
[KJN2005] 33,SO917,,σ Ori,84.79183 -2.46993,EV,Rigliaco 2011,2008 - 2009,3300,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.030,,0.53,,,,,-10.71,,0.20,,,,-3.73,,3,,,,,upper limit,SIMBAD has spectral type (M5) but no citation,,
Haro 5-20,SO927,,σ Ori,84.79804 -2.51851,II,Rigliaco 2011,2008 - 2009,3700,,M0.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.290,,1.31,,,,,-9.53,,0.70,,,,-2.41,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
[BZR99] S Ori 30,SO936,,σ Ori,84.80457 -2.63085,II,Rigliaco 2011,2008 - 2009,2900,,,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.010,,0.40,,,,,-11.19,,0.08,,,,-4.58,,3,,,,,upper limit,SIMBAD has spectral type (M6) but no citation,,
[BNM2013] 90.02 146,SO967,,σ Ori,84.81602 -2.61414,II,Rigliaco 2011,2008 - 2009,3300,,M4.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.080,,0.87,,,,,-10.25,,0.25,,,,-3.39,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05391807-0229284,SO981,,σ Ori,84.82534 -2.49126,EV,Rigliaco 2011,2008 - 2009,4200,,G7.5,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,1.170,,2.05,,,,,,,1.30,,,,,,3,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
Haro 5-21,SO984,,σ Ori,84.82854 -2.51480,II,Rigliaco 2011,2008 - 2009,3800,,K7.0,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.530,,1.68,,,,,-9.24,,0.90,,,,-2.12,,3,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J16115979-3823383,2MASS J16115979-3823383,SST-Lup3-1,Lupus,243 -38.3942,II,Alcala 2017,,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.85,0.19,6.31E-11,-1.02E+01,,0.15,3.00E-02,-8.24E-01,,-3.60E+00,3-10,3,,,,,,,,
2MASS J16090141-3925119,2MASS J16090141-3925119,,Lupus,242.2542 -39.42,II,Alcala 2017,,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.25,0.29,2.09E-10,-9.68E+00,,0.24,4.00E-02,-6.20E-01,,-3.00E+00,3-10,3,,,,,,,,
2MASS J15450887-3417333,2MASS J15450887-3417333,,Lupus,236.28697815 -34.29262805,II,Alcala 2017,2015,3.06E+03,7.10E+01,M5.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.85,0.21,3.89E-09,-8.41E+00,,0.14,2.00E-02,-8.54E-01,,-1.80E+00,3-10,3,,,,,,,,
SSTc2dJ154518.5-342125,SSTc2dJ154518.5-342125,,Lupus,236.32715007 -34.35682337,II,Alcala 2017,2015,2.94E+03,6.80E+01,M6.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.78,0.17,1.58E-11,-1.08E+01,,0.10,1.00E-02,-1.00E+00,,-4.30E+00,3-10,3,,,,,,,,
SSTc2dJ155925.2-423507,SSTc2dJ155925.2-423507,,Lupus,239.85514534 -42.58515954,II,Alcala 2017,2015,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.48,0.11,6.31E-12,-1.12E+01,,0.12,2.00E-02,-9.21E-01,,-4.40E+00,3-10,3,,,,,,,,
SSTc2dJ160000.6-422158,SSTc2dJ160000.6-422158,,Lupus,240.00251065 -42.36578362,II,Alcala 2017,2015,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.96,0.23,1.62E-10,-9.79E+00,,0.19,3.00E-02,-7.21E-01,,-3.10E+00,3-10,3,,,,,,,,
SSTc2dJ160002.4-422216,SSTc2dJ160002.4-422216,,Lupus,240.00983193 -42.37072091,II,Alcala 2017,2015,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.2,0.27,2.04E-10,-9.69E+00,,0.24,4.00E-02,-6.20E-01,,-3.00E+00,3-10,3,,,,,,,,
SSTc2dJ160026.1-415356,SSTc2dJ160026.1-415356,,Lupus,240.10883485 -41.89871701,II,Alcala 2017,2015,3.06E+03,7.10E+01,M5.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.91,0.27,1.32E-10,-9.88E+00,,0.14,3.00E-02,-8.54E-01,,-3.30E+00,3-10,3,,,,,,,,
