Sixth Catalog of Orbits of Visual Binary Stars: Orbits																					
RA(2000).	DEC(2000)	WDS.......	DD............	HD....	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee
132051.13	435924.4	13209+4359	GC 18063	116127	6.52				544.8827	d	17.1978	8.76	m	1.23	133.37	14.29	31.81	19.7	48226.1836	d	36.2169
132146.34	-184431.5	13218-1845	GC 18075	116114	7.03				1014.3319	d	241.2519	4.94	m	2.6	48.34	13.98	173.08	22.9	48762.9609	d	82.3833
132332.82	291415	13235+2914	HO  260	116495	9.6		9.94		246	y		2.12	a		77.1		116.1		1884.6	y	
132343.16	-4309.1	13237-0043	A  2489	116444	9.49		9.81		499	y		1.35	a		95		183		1905	y	
132355.42	545531.5	13239+5456	PEA   1Aa Ab	116656	2.23				20.53835	d	0.00005	9.83	m	0.03	60.5	0.3	106	0.4	47636.07	d	0.02
132355.42	545531.5	13239+5456	zet UMa	116656	2.1		12	>	36.5	y	2	0.78	a	0.03	93	7	32	10	1994.8	y	1
132430.54	122554.3	13245+1226	GC 18139	116594	6.44				1366.8	d		12	m	1.7	68.9	4.6	121.1	3.7	45497.5	d	
132433.14	-50950.1	13246-0510	66 Vir	116568	5.77				905.5614	d	41.7639	25.18	m	7.49	68.49	6.99	69.3	7.12	47957.8125	d	24.8322
132548.12	442938.3	13258+4430	A  1609AB	116878	9.49		8.79		44.24	y		0.321	a		26		40.4		1981.24	y	
132550.4	-703738.1	13258-7038	67 Mus	116458	5.66				126.18	d		1.4	m	0.2	121.7	10.5	26.2	7.6	41421	d	
132826.68	154230.5	13284+1543	STT 266	117190	7.97		8.42		1954.11	y		3.384	a		72.8		166.4		1852.79	y	
132906.11	112810.1	13291+1128	BU  113		8.73		10.66		1056.4	y		2.639	a		51.5		276.8		2043.9	y	
132907.98	-644032.8	13291-6441	GC 18206	117025	6.09				860.7029	d	27.8332	10.31	m	1.1	148.76	13.09	47.88	18.87	48828.6914	d	39.8443
133029.62	72910.1	13305+0729	A  1789	117478	9.14		9.39		138	y		0.173	a		180		131		1968	y	
133102.67	-392426.2	13310-3924	SEE 179	117440	4.64		5.03		83.14	y	1.26	0.161	a	0.004	145.2	4	146.5	8.6	1956.12	y	1.91
133140.44	-21905	13317-0219	HDS1895	117635	7.65		9.48		3.2448	y	0.0052	0.0938	a	0.0034	10	13	315.2	4.5	1994.324	y	0.023
133157.83	-651918.5	13320-6519	FIN 369	117432	7.36		7.54		24.786	y	0.3	0.176	a	0.012	75.2	2	16.6	2	2021.716	y	1.5
133158.34	310804.4	13320+3108	WOR  24		11.14		11.37		21.18	y	0.3	0.271	a	0.002	153.4	4	103.9	3	1986.02	y	0.01
133232.77	-691354	13325-6914	I   298	117445	7.36		8.54		590	y		1	a		115.2		178.8		2030	y	
133241.78	223007.3	13327+2230	HDS1898		10.33		10.84		30.87	y		0.245	a		67.8		238.3		1998.89	y	
133244.59	164839	13328+1649	VYS   6		11.39	v	11.3		430	y		3.17	a		59.4		33.3		1973.5	y	
133251.02	345425.8	13329+3454	STT 269AB	117902	7.27		8.08		53.2	y		0.166	a		58		44.8		1988	y	
133333.77	294416.9	13336+2944	A  1095	117998	8.98		9.32		187.53	y		0.331	a		37.8		109.1		2049.28	y	
133410.74	-162320.2	13342-1623	RST3844	117968	9.5		9.5		121.85	y	2.7	0.255	a	0.003	117.6	0.7	264.5	1.1	2010.94	y	0.49
133416.38	-1849.8	13343-0019	STF1757AB	118036	7.82		8.75		461	y		2.76	a		59		91.7		1932.5	y	
133440.48	-131251.5	13347-1313	BU  932AB	118054	6.3		7.29		177.7	y		0.531	a		70.4		117.7		1921.87	y	
133447.75	371056.8	13348+3711	BH CVn	118216	4.98				2.613214	d		1.09	m		171.1		89	10	45766.655	d	
133712.2	-614131.7	13372-6142	I   365AB	118261	5.98		7.22		35	y		0.45	a		117		71		1967.5	y	
133727.7	361741.4	13375+3618	STF1768AB	118623	4.98		6.95		228	y		1.02	a		147		87		1864	y	
133743.02	-233631.7	13377-2337	RST2856		10.3		10.3		111	y		0.234	a		36		83.8		1970	y	
133743.02	-233631.7	13377-2337	RST2856		10.3		10.3		51.5	y		0.19	a		45		51		1962.5	y	
133751.43	480818.3	13379+4808	ES  608AB		10.28		11.49		330	y		2.13	a		36.3		157.4		2047	y	
133934.68	104446.7	13396+1045	BU  612AB	118889	6.35		6.47		22.46	y	0.019	0.19983	a	0.00055	43.5	0.4	34.58	0.52	1929.85	y	0.024
133959.07	375843.2	13400+3759	HU  897AB		10.49		10.37		531	y		0.476	a		33.9		88		2076.2	y	
134243.43	345920.4	13427+3459	HR 5161	119458	5.96				149.72	d		1.5	m	0.2	122.8	15	312.3	8.4	43786	d	
134606.75	50656.1	13461+0507	STF1781	119931	7.89		8.1		261.6	y	5.3	0.998	a	0.015	42.1	0.8	0.5	1.1	1975.93	y	0.12
134639.37	-512557.7	13467-5126	M Cen	119834	4.64				437	d		6.45	m	0.61	48.2	3.8	280.3	4.9	24163	d	
134713.4	-94233.7	13472-0943	KUI  65	120033	6.41		8		155.21	y	20.85	0.268	a	0.012	144.2	6.1	99	4.5	2014.17	y	0.11
134715.74	172724.8	13473+1727	STT 270AB	120136	4.5		11.1		964	y	321	7.6	a	6.9	37	39.7	171.9	50.3	2030	y	5
134809.21	224806	13482+2248	COU 401	120280	9.5		10.6		98.7	y	1	0.401	a	0.005	76.8	2	165.4	3	2007.42	y	0.02
134904	265847.7	13491+2659	STF1785	120476	7.36	v	8.15	v	155.75	y		2.433	a		47.4		155.4		1916.75	y	
134942.82	211550.6	13497+2116	6 Boo	120539	4.93				1167	d	122	9.6	m	4	134	14	90	59	49112	d	274
134944.98	363758	13498+3638	GC 18691	120600	6.44				463.5429	d	9.0345	8.18	m	0.71	66.38	6.01	23.42	7.03	48542.8516	d	33.1814
135116.31	244144.2	13513+2442	BD+25 2689	120803	7.59				699.3	d		3.2	m	0.9	76.1	7.4	67.7	11.7	43381.5	d	
135120.7	-242323.2	13513-2423	WSI  77	120690	6.45		9.9		10.485	y	0.06	0.2827	a	0.0014	96.4	0.2	171.3	0.3	2009.218	y	0.028
135200.97	-313709.2	13520-3137	BU  343	120759	6.26		8.91		280	y		1.268	a		130.2		177.5		1996.61	y	
135238.84	-184232.5	13527-1843	WSI  78	120901	7.4		8.2		6.22	y		0.031	a		67.7		125.7		1982.44	y	
135332.75	-353951.2	13535-3540	HWE  28AB	120987	6.27		6.38		373	y		1.519	a		74.2		112.3		1958.57	y	
135351.68	-143950.8	13539-1440	RST3852	121136	7.85		8.92		95	y		0.225	a		128.9		150.6		1985.8	y	
135356.44	-191005.1	13539-1910	HU  898	121137	8.7		9.23		128.25	y		0.323	a		38.7		33		1984.63	y	
135356.79	100819.9	13539+1008	BU  614AB	121215	8.02		9.95		830.72	y		0.899	a		125.9		128.3		1969.06	y	
135441.12	182354.9	13547+1824	eta Boo	121370	2.68				494.2	d		36.02	m	0.56	115.7	1.6	75.2	1.4	28136.2	d	
135458.3	-80331.6	13550-0804	STF1788AB	121325	6.68		7.26		2613	y		4.998	a		50.9		108.05		1823.8	y	
135614.88	744246.3	13562+7443	BD+75  523		9.74				1620.3	d		10.8	m	2.7	20.9	4.1	6	10	47179.1	d	
135706.59	-273125.8	13571-2731	I   234	121632	8.61		9.67		200.72	y	17.44	0.773	a	0.043	117.3	1.3	165.9	8.6	2057.91	y	10.04
135721.48	-622919.6	13574-6229	FIN 370	121454	7.37		7.76		18.57	y	0.15	0.1369	a	0.0034	152.2	5.9	284	13	2006.54	y	0.32
135740.26	515937.2	13577+5200	A  1614	121995	8.99		9.13		205	y	20	0.857	a	0.028	139.5	9.2	276.8	5.5	1911.6	y	2.3
135820.02	21314.5	13583+0213	A  2167	121908	9.27		9.64		109.4	y		0.228	a		119.5		246.9		1924.8	y	
135949.3	-33258.7	13598-0333	HDS1962	122106	6.87		7.88		10.7	y	0.5	72.7	m	5.5	54	4	204	4	2008.29	y	0.21
140159.93	-210759.2	14020-2108	WSI  79	122391	9.3		12.1		30	y		0.239	a	0.011	135.3	2.7	123.3	9.9	2015.16	y	0.17
140200.6	571328.6	14020+5713	A  1097AB	122740	9.09		8.24		224.7	y		0.409	a		49.7		60.1		1920.69	y	
140227.5	-243952.6	14025-2440	B   263	122445	8.42		10.59		161.43	y	28.68	0.48	a	0.072	38.8	9	20.4	9.9	2014.56	y	1.92
140233.18	462023.9	14024+4620	SWI   1		10.05		10.26		455	y		2.54	a		66.3		22.5		2225	y	
140332.3	104715.1	14035+1047	GJ 538	122742	6.27				3614.8999	d		105.28	m	2.02	93.5		252.3		33998.1992	d	
140343.26	82913.3	14037+0829	BU 1270	122769	8.15		8.78		38.74	y		0.195	a		26.6		116.6		1989.96	y	
140349.4	-602222.9	14038-6022	RBT   1Aa Ab	122451	1.29		1.44		357	d	0.07	0.02532	a	0.00023	67.4	0.3	288.3	0.4	51600	d	0.3
140423.43	642232.9	14044+6423	alp Dra	123299	3.65				51.4167	d		1.46	m	0.68	131.78	25.4	241.14	18.91	45117.375	d	
140741.49	-495203	14077-4952	SLR  19	123227	7.14		7.38		366.9	y		1.42	a		57		292.2		1884.3	y	
140842.74	334056.9	14087+3341	HU  742		8.8		12.3		726	y		1.457	a		107.7		118.9		1984	y	
140851.01	773250.8	14088+7733	BNU   9	124547	4.82				605.8	d		3.4	m	0.2	136	5.1	325.5	2.8	38901.7	d	
140935.77	-442200.9	14096-4422	CD-43 8827	123585	9.23				457.8	d		4.81	m	1.1	53.9	28.4	8.5	35.5	48207	d	
141023.95	250530.6	14104+2506	12 Boo	123999	4.82				9.60456	d	0.000004	3.4706	m	0.0055	107.95	0.12	80.49	0.1	54099.93572	m	0.0007
141057.35	315225.1	14110+3152	GC 19140	124138	7.43				1173.1593	d	99.3373	10.19	m	0.96	119.88	13.61	32.24	15.51	48469.2031	d	43.1147
141214.66	441122.5	14122+4411	STT 278	124399	8.43		8.76		506.77	y	15.01	0.518	a	0.008	149.9	2.1	8.5	6.4	1948.42	y	1.67
141226.68	284302.3	14124+2843	STT 277AB	124346	8.73		8.61		337.2	y		0.548	a		65.6		70.4		2012.29	y	
141300.76	551931.1	14131+5520	STF1820A	124640	9.06				1047.8	d		6	m	1.2	88.8	7.1	224.9	4.5	49490.3	d	
141300.76	551931.1	14131+5520	STF1820	124640	9.06		9.42		1013	y	240	3.56	a	0.55	58.2	3.7	336	3.7	2224	y	290
141326.94	123426.2	14135+1234	BU  224	124442	8.94		9.35		251.57	y		0.6	a		121.2		84.8		1967.62	y	
141327.75	514716.4	14135+5147	STF1821B	124674	6.62				4.90412	y		18.4	m	8.7	85	19.7	55.9	23.5	1996.245	y	
141327.75	514716.4	14135+5147	STF1821B	124674	6.62				4.90412	y		19.3	m	10	82.6	20.4	54.2	24.4	1996.245	y	
141327.75	514716.4	14135+5147	STF1821B	124674	6.62				4.90412	y		21.5	m	12	78.7	20.1	49.9	29.6	1996.245	y	
141327.75	514716.4	14135+5147	STF1821B	134674	6.62				4.90412	y		19.3	m	10	83	20	54	24	1996.245	y	
141329	514723.8	14135+5147	STF1821AB	124675	4.53		6.62		61.01	c	39.73	11.3	a	3.1	98.5	4.5	52	4.6	5962	y	30
141329	514723.8	14135+5147	STF1821AB	124675	4.53		6.62		66.75	c	52.41	11.4	a	5.5	99.5	4.7	53.2	4.7	6870	y	943
141348.83	305927.4	14138+3059	COU 606		10.73		11.32		25.91	y	0.3	0.183	a	0.001	147.5	1.5	48.3	3	2010.57	y	0.2
141354.63	290619.5	14139+2906	STF1816	124587	7.43		7.75		1340	y		1.642	a		81.7		80.2		2079	y	
141409.09	-83106.5	14142-0831	BU  939AB	124497	9.38		8.98		602.296	y		0.8016	a		116.1		172.76		2398.22	y	
141412.81	264143.8	14142+2642	STF1817	124643	8.98		8.77		832	y		1.115	a		99.3		6.3		2085	y	
141519.38	30752.6	14153+0308	STF1819AB	124757	7.73		7.92		223.5	y		1.119	a		146.8		3		2008.1	y	
141550.5	101801.3	14158+1018	A  1101AB	124864	9.69		10.32		35.52	y		0.21	a		136.2		177.7		1966.18	y	
141550.5	101801.3	14158+1018	A  1101AB	124864	9.69		10.32		71.78	y		0.323	a		111.3		39		1925.75	y	
141600.46	-70343.4	14160-0704	HU  138	124851	9.79		9.8		151.4	y		0.464	a		46.4		74		1938	y	
141600.86	-60001.9	14160-0600	iot Vir	124850	4.1		8	>	55	y		0.83	a	0.02	60	9	3	20	1950.7	y	2.7
141628.72	333328.8	14165+3334	HU 1266		10.3		10.5		38.95	y		0.167	a		26		176.6		2025.55	y	
141752.83	691403.5	14179+6914	A  1102	125725	9.33		8.65		393.07	y		0.458	a		138.6		252.4		1931.22	y	
141759.82	353034.1	14180+3531	A Boo	125351	4.81				212.085	d		2.3	m	0.2	83.5	3.7	195.2	4.4	40286.002	d	
141855.93	545149.6	14189+5452	CHR 137	125632	6.8		8		9.82	y	0.1	0.068	a	0.002	129.3	1	20.6	2	1991.16	y	0.06
141858.28	-63609.3	14190-0636	HDS2016AB	125354	9.56		10.6		18.67	y	0.33	0.348	a	0.001	107.9	0.5	285	0.8	2003.74	y	0.03
141906.6	-132216.2	14191-1322	lam Vir	125337	5		5.63		206.7321	d	0.004	19.759	m	0.079	109.86	0.24	196.4	0.22	53070.3	m	0.32
142017.6	483025.1	14203+4830	STF1834	125796	8.09		8.29		413.4	y	46	1.009	a	0.029	76.1	4.5	287	1.6	1902.6	y	2.1
142322.59	82641.7	14234+0827	BU 1111BC	126128	7.4		7.7		40	y		0.24	a		42		46		1998	y	
142417.03	-383745.4	14243-3838	RST1785	126061	10.35		10.62		82.8	y		0.222	a		46.5		65		1987.9	y	
142440.84	-114010.9	14247-1140	STF1837	126251	6.87		7.94		1850	y		2.712	a		115.7		82.7		2083.5	y	
142602.35	421305.1	14260+4213	COU1757	126719	9.6		9.97		49.56	y		0.193	a		45.8		346.2		2054.37	y	
142610.8	-452245.3	14262-4523	I   402	126354	4.93		5.55		26.2	y		0.125	a		56		175.7		1969.1	y	
142631.62	155701.3	14265+1557	CLO   1		16.15	r	17.55	r	19.85	c	20.43	2.273	a	1.56	88.3	0.8	344.8	0.4	1998	y	24
142643.88	162451.3	14267+1625	A  2069	126695	8.78		9.36		42.28	y		0.2	a		126.2		54.4		1977.48	y	
142648.28	-51040	14268-0511	LDS4465A	126614	8.79				3.41	y	0.05	32.36	m	0.28					13808	d	52
142741.84	-411249.4	14277-4113	I  1243AB	126622	9.6		9.7		310	y		0.38	a		132.1		97.2		2015	y	
142922.57	804836.6	14294+8049	GC 19630	128642	6.9				179.732	d	0.7628	13.07	m	0.78	54.78	5.16	80.38	6.32	48361.8594	d	35.0373
142932.7	-370222	14295-3702	HDS2045Aa Ab	126935	8.57		8.89		18.39	y	0.74	0.137	a	0.006	126.9	2	160	2.6	2008.92	y	0.06
142932.75	361226	14295+3612	HU 1268	127303	9.77		9.9		172.93	y	18.1	0.251	a	0.024	145.4	11	148.9	11.6	1975.69	y	2.85
143100.74	-54808.3	14310-0548	RST4529	127352	8.81		8.39		22.98	y	0.3	0.243	a	0.002	49.1	2	13.8	2	1993.62	y	0.02
143220.27	264038.4	14323+2641	A   570	127726	6.61		7.08		29.93	y		0.2	a		158		23.3		1983.85	y	
143257.7	33933.8	14330+0340	SAO 120520	127743	7.4				1134.4357	d	86.4727	11.18	m	1.33	100.47	9.94	344.73	13.44	47983.625	d	31.2177
143336.45	353508	14336+3535	STF1858AB	128041	8.13		8.98		1750	y		4.796	a		85.6		30.7		1758.9	y	
143503.75	90649.3	14350+0907	RUC   8	128141	8.99				21.3	y		300	m		56.6						
143656.24	481317.9	14369+4813	A   347	128718	8.68		8.37		212.35	y	15	0.494	a	0.01	145.1	3	83.4	3	1910.9	y	5
143700.3	-121822.4	14370-1218	GC 19695	128429	6.2				1086.2062	d	77.001	21.28	m	2.88	127.58	7.77	88.73	7.5	48096.6484	d	19.5184
143720.15	-460800.3	14373-4608	FIN 318Aa Ab	128266	6.22		6.5		141	y		0.216	a		122		189.9		1973	y	
143728.49	21638.7	14375+0217	CHR  42Aa Ab	128563	6.6		8.5		21.54	y	0.1	0.143	a	0.007	53.7	3	312.4	3.6	1994.64	y	0.2
143800.71	513442.1	14380+5135	STF1863	128941	7.71		7.8		538	y		1.08	a		108.2		140.2		1774.3	y	
143817.68	-495403.9	14383-4954	FIN 371	128415	7.4		7.4		27.61	y		0.07	a		117.3		37.6		1998.61	y	
143900.21	641729.9	14390+6417	KON   1	129333	6		8.9		45	y	5	0.412	a	0.015	95	3	172	1	46960	d	30
143940.9	-605006.5	14396-6050	RHD   1AB	128620	-0.01		1.33		79.91	y	0.011	17.57	a	0.022	79.205	0.041	204.85	0.084	1875.66	y	0.012
144021.88	215832.8	14404+2159	MCA  40	129132	6.05		7.1		9.151	y	0.041	71	m	0.6	107.4	0.6	79	0.6	2003.66	y	0.28
144044.21	311723.5	14407+3117	STF1867	129260	8.36		8.83		1069	y		1.209	a		136		85.2		2086.9	y	
144100.84	575728.1	14410+5757	STF1872AB	129580	7.53		8.32		18.9	c	10.01	4.98	a	1.63	21.2	6.6	50	3	2872.2	y	489.7
144100.84	575728.1	14410+5757	STF1872AB	129580	7.53		8.32		20.35	c	12.8	5.23	a	2.01	19.4	6.2	50	18	2887.7	y	895.5
144100.84	575728.1	14410+5757	STF1872AB	129580	7.53		8.32		26.44	c	22.39	5.78	a	2.93	19.4	6.2	50	22	3100	y	241.3
144106.74	-223706.7	14411-2237	RST2917	129065	7.58		9.02		140	y		0.317	a		135.4		123.5		2045	y	
144108.92	134342	14411+1344	STF1865AB	129246	4.46		4.55		125.24	y		0.825	a		126		176.5		1898.58	y	
144233.81	192848.6	14426+1929	HU  575AB		9.77		10.05		51.7	y		0.64	a		120		178		1982	y	
144247.6	63526.4	14428+0635	A  1109AB	129517	7.44		9.44		1407.62	y		2.823	a		52.5		221.34		3298	y	
144529.74	422256.4	14455+4223	STT 285AB	130188	7.75		8.66		88.933	y	0.085	0.327	a	0.01	164.5	1.6	71.4	6	2060.738	y	0.099
144553.04	234338.2	14459+2344	COU 100		9.2		9.9		78.21	y	0.11	0.42	a	0.003	102.7	2.5	25.5	5	2009.42	y	0.05
144610.92	-211032.6	14462-2111	FIN 309	129980	7.3		7.3		12.929	y	0.021	0.1814	a	0.0021	25.9	2.6	281.9	4.1	1995.249	y	0.055
144615.54	93850.6	14463+0939	STF1879AB	130145	7.79		8.45		253	y	10	1.111	a	0.033	117.8	3.4	251.24	0.87	1866	y	3
144621.64	-72248.7	14464-0723	STF1876AB	130089	8.46		8.62		645	y		1.26	a		50.4		120.1		2140	y	
144853.22	55715.9	14489+0557	STF1883	130604	7.02		8.95		226.28	y	1.84	0.8115	a	0.0036	107.26	0.33	99.61	0.25	1965.35	y	0.22
144910.88	-104938	14492-1050	HU  141	130558	7.92		9.21		173.9	y		0.374	a		57.4		6.9		1949.33	y	
144913.7	101253.7	14492+1013	A  2983	130669	9.36		9.27		9.97	y		0.122	a		40		143		1988.2	y	
144919.09	-140856.3	14493-1409	BU  106AB	130559	5.61		6.62		614	y		1.587	a		52.9		46.5		1655	y	
144923.71	-671409.6	14494-6714	DON 680	130042	7.45		9.76		261.4	y		1.945	a		102.4		238.9		1943.69	y	
145015.72	235442.4	14503+2355	POT   1A BC	130948	5.88		13.9		28124.9	y		52.7	a		92.2		177.3		8357.6	y	
145015.72	235442.4	14503+2355	POT   1A BC	130948	5.88		13.9		31976.4	y		57.4	a		91.8		175.3		15492.7	y	
145015.72	235442.4	14503+2355	POT   1A BC	130948	5.88		13.9		3590.4	y		13.4	a		96.6		164.4		4737.5	y	
145015.91	235441.8	14503+2355	POT   1BC	130948	13.9		14.2		10.28	y	0.17	0.1245	a	0.0014	95.7	0.2	313.39	0.12	54613	m	22
145103.3	-370549.7	14511-3706	I   529	130779	9.64		10		2507.26	y		2.657	a		166.66		76.71		1944.06	y	
145123.28	190602.3	14514+1906	STF1888AB	131156	4.76	v	6.95		151.6	y		4.94	a		139		347		1909.3	y	
145127.53	445542.6	14515+4456	STT 287	131315	8.4		8.62		340	y		0.91	a		67		166.9		2067	y	
145230.05	184419.5	14525+1844	BU   31AB	131334	8.53		10.26		2085.5	y		3.369	a		64.8		215.4		1915.06	y	
145304.85	-463812.5	14531-4638	I   952	131078	8.51		10.14		99.13	y		0.521	a		156.1		27.1		1981.39	y	
145323.35	154218.3	14534+1542	STT 288	131473	6.89		7.55		313	y		1.358	a		108.5		12.5		1824	y	
145324.04	190908.2	14534+1909	DE Boo	131511	6.01				125.4	d		16.54	m	0.18	93.4	4.2	248.3	3.6	50203.4	d	
145351.9	233319.9	14540+2335	REU   2		12.24		12.66		34.1	y		0.69	a		120		120		1996	y	
145410.91	-662512.4	14542-6625	HJ 4707	130940	7.53		8.09		346	y	4.7	1.577	a	0.023	113.76	0.6	60.67	0.91	1933.9	y	1.4
145430.38	160608.2	14545+1606	MEL   2Ba Bb		16		16.4		2.37	y	0.002	0.0908	a	0.0008	33.6	1.3	144.8	1.9	2003.15	y	0.005
145546.57	393854.3	14558+3939	A  1627	132027	8.8		8.8		101.25	y		0.23	a		61.8		24		1954.52	y	
145612.99	174453	14562+1745	HDS2108		11.8	0	12.31		37.53	y		0.193	a		126.9		34.4		2016.35	y	
145630.78	-343754.2	14565-3438	I   227AB	131751	8.06		8.39		40	y		0.2563	a		126.2		85.7		1955.5	y	
145630.89	25512.2	14565+0255	A  2172	131954	8		8.6		168.3	y		0.196	a		115		128.5		2000.4	y	
145643.98	-624651.6	14567-6247	FIN 372	131492	5.9		5.9		39.62	y	0.78	0.08564	a	0.00056	153.3	2	228	5.2	1993.81	y	0.12
145726.54	-212441.4	14575-2125	H N  28Ba Bb	131976	8.18		9.8		0.845696	y		0.1507	a		107.6		195.9		1996.51105	y	
145728	-212455.7	14575-2125	H N  28AB	131977	5.88		8.18		2130	y		32.34	a		72.53		317.31		1689	y	
145735.12	655556.6	14576+6556	RR UMi	132813	4.71				748.9	d		4.4	m	0.1	79.6	2.4	48	2.5	44419	d	
145808.81	-485143.9	14581-4852	WSI  80		6.4		10.7		23.4	y	0.94	0.342	a	0.05	113.1	6.6	267.3	4.9	1998.44	y	2.07
145821.57	440235.9	14584-4443	STF1896B	132563	9.68				1544	d	34	27.3	m	2.8					2593	m	148
145839.26	-273926.3	14587-2739	BU  239	132219	6.17		6.79		429.19	y		0.836	a		66.9		126.6		2217.25	y	
145849.32	355058.7	14588+3551	COU1136	132583	9.9		10.5		250	y	50	0.431	a	0.043	109.8	0.5	76.9	2.5	2009.5	y	0.1
145920.35	464903.5	14593+4649	COU1760		9.61		10.47		251.7	y		0.54	a		70.6		187		1975.23	y	
145950.12	-220041.4	14598-2201	Ci 18 1988	132475	8.57				3.559	y		0.032	a		32		90		1933.975	y	
150006.04	-733207.5	15001-7332	CP-73 1409	131664	8.13				1951	d	41.2	4.3	m	0.8	167.7	2.4	321	31.2	52060	d	41
150010	212848.8	15002+2129	HU  907		10.19		10.2		259.8	y		0.339	a		62.2		157.5		2123.28	y	
150027.71	714554.9	15005+7146	9 UMi	133621	6.66				467.2	d		4.1	m	0.8	51.9	12	307.5	6.7	47349	d	
150046.94	350754.7	15008+3508	TY Boo		11.4				55.8	y	27		m		77.5						
150127.11	601215.9	15014+6012	GC 20233	133388	5.92				691.0524	d	17.4599	6.84	m	0.74	126.06	7.72	13.1	8.72	48058.582	d	19.1686
150306.63	443839.9	15031+4439	CHR  43	133484	6.65				170.88	y	8.91	0.626	a	0.047	73.9	2.8	222.2	4.9	1999.39	y	2.81
150332	-403522.8	15035-4035	I  1262	133022	9.53		9.85		134	y		0.286	a		53		41.3		1917	y	
150347.3	473914.6	15038+4739	STF1909	133640	5.2		6.1	v	209.8	y	3.3	3.666	a	0.021	83.55	0.05	57.14	0.06	2012.04	y	0.26
150407.07	-65314.4	15041-0653	HO  391AB	133352	7.83		11.34		536	y		2.263	a		128.1		107.7		2016.7	y	
150414.24	-152951.4	15042-1530	RST3906	133316	8.67		9.17		41	y		0.24	a		129		159		1964.7	y	
150444.33	-562518.1	15047-5625	RST2937	133044	9.1		9.1		146.05	y	24.74	0.214	a	0.028	105.9	4.3	173.6	2	2006.5	y	0.03
150454.07	-183526.2	15049-1835	LTT 6010	133412	9.5				521.6112	d	34.0532	11.35	m	1.66	74.45	18.58	33.59	15.64	48349.293	d	14.5214
150708.61	-21650.5	15071-0217	A   689	133928	8.2		8.7		66	y		0.31	a		103.9		164		1935.6	y	
150720.34	182631	15073+1827	A  2385	134064	6.8		6.8		8	y		0.1	a		122.6		41.3		1939.97	y	
150747.23	395558.3	15078+3956	COU1271	134303	9		10		137.83	y		0.38	a		0		0		0	y	
150809.13	395812.8	15082+3958	RUC  23		9.01	k	14.98	k	34	y	5		m								
150823.78	261804.3	15084+2618	46 Boo	134320	5.68				2567.1	d		11.2	m	1.6	62	9	82.6	6.6	48356.6	d	
150850.63	-451647.3	15088-4517	SEE 219AB	133955	4.43		5.23		70.8	y	0.8	0.2597	a	0.0021	71.59	0.41	26.64	0.61	1997.907	y	0.105
151213.31	-194729.9	15122-1948	B  2351Aa Ab	134759	5.1		5.5		23.46	y		0.129	a		154.2		174.5		1971.13	y	
151240.62	600804.9	15127+6008	HU 1159	135529	9.45		9.92		166.58	y		0.231	a		39.5		264		1955.44	y	
151335.21	345254.8	15136+3453	HO   60	135365	9.2		9.3		183	y		0.281	a		109.3		34		1973.28	y	
151503.25	364948.9	15151+3650	STT 295	135657	8.8		9.45		233	y		0.487	a		41.7		133.8		2021	y	
151511.37	45621.7	15152+0456	HDS2143	135482	5.61		7.9		66	y	5	229	m	2	132	4	354	8	2063	y	5
151530.16	331853.4	15155+3319	STFA 27AB	135722	3.56		7.89		760	c		78	a		74		91		22775	y	
151530.16	331853.4	15155+3319	STFA 27AB	135722	3.56		7.89		760	c		78	a		86		75		39773	y	
151601.56	-45352.3	15160-0454	STF3091AB	135578	7.74		8.48		148	y		0.708	a		93.1		222.8		2032.16	y	
151820.19	265024.7	15183+2650	STF1932AB	136176	7.32		7.41		203.145	y	1.3	1.21	a	0.019	58.56	0.13	63.79	0.21	1941.484	y	0.024
151820.25	265025.3	15183+2650	STF1932B	136176	6.6				50	y		0.055	a		90		135		1895	y	
151824.5	203422	15184+2034	HR 5692	136138	5.69				506.45	d	0.18	4.14	m	0.52	42.9	6.7	207	7.4	53240.3	d	1.3
151832.02	-475231	15185-4753	HJ 4753AB	135734	4.93		4.99		772	y		1.657	a		114.6		137.4		2048	y	
151834.84	235642.8	15186+2356	COU 307		9.5		9.6		110.6	y		0.21	a		134.2		31.5		1955.23	y	
151940.37	-241611.9	15197-2416	HJ 4756	136121	7.9		8.27		541.6	y		1.196	a		117.1		150.9		1825.04	y	
152038.97	152249	15206+1523	HU 1160		9.59		9.72		177.74	y	11.99	1.111	a	0.021	55.2	4.5	39.4	5.2	2004.84	y	1.2
152059.63	210406.3	15210+2104	HU  146	136596	9.53		9.7		627	y		0.839	a		102.8		113.3		2174.7	y	
152235.11	725415.2	15226+7254	HDS2163	137825	9.22		10.62		130.91	y		0.261	a		66		3.7		1993.53	y	
152236.49	-475515.5	15226-4755	SLR  20	136466	8.33		8.67		429.6	y	4.57	1.899	a	0.019	109.7	0.5	56	0.9	1972.88	y	1.56
152240.89	-444122.5	15227-4441	COP   2AB	136504	3.56		5.04		736.69	y		1.409	a		117.6		125.1		2009.83	y	
152312.23	301717.7	15232+3017	STF1937AB	137107	5.64		5.95		15204.9	d	1.4	0.86226	a	0.00033	58.084	0.026	202.827	0.024	42612.9	m	3.4
